,active_screen_name,user_id,followers_count,tweetid,userid,user_display_name,suspended_screen_name,user_reported_location,user_profile_description,user_profile_url,follower_count,following_count,account_creation_date,account_language,tweet_language,tweet_text,tweet_time,tweet_client_name,active_user_id,in_reply_to_tweetid,quoted_tweet_tweetid,is_retweet,retweet_userid,retweet_tweetid,latitude,longitude,quote_count,reply_count,like_count,retweet_count,hashtags,urls,user_mentions,poll_choices
356,AlinejadMasih,947924373029171200,111504,1047843835005607936,9awFHt+htU+xsDluiT0ZsDcXrFXfP5osvTIquKf06P8=,9awFHt+htU+xsDluiT0ZsDcXrFXfP5osvTIquKf06P8=,9awFHt+htU+xsDluiT0ZsDcXrFXfP5osvTIquKf06P8=,جمهوری اسلامی ایران,خواستند ما را دفن کنند  غافل از اینکه ما بذر بودیم 🌱,https://t.co/s7HrsRJ4lY,4796,3874,2018-01-01,en-gb,fa,"@AlinejadMasih خب تبلیغ بی قانونی می کنی که چی بشه 
دوست داری ایران بشه جنگل 
هرگز مردم ما به امثال تو محل نخواهند گذاشت و کارهای حقیر و کوچکی که در این فیلم و امثالهم هست تاثیری بر مردم ما نداره که اتفاقا بیدار تر نمی کنه مردم ما رو",2018-10-04 13:40,TweetDeck,947924373029171200,1.0478424909912228e+18,,False,,,absent,absent,0.0,1.0,0.0,0.0,[],[],[947924373029171200],
357,AlinejadMasih,947924373029171200,111504,968836575709810688,912197109994201089,سارا موسوی,saramosavi8,ایران - تهران,"🇮🇷فرزند انقلاب🇮🇷 
اهل مطالعه ، مهربان وپرسپولیسی  ناراضی از وضعیت موجود در کشور عزیزم ایران، کارشناسی ارشد علوم سیاسی😍😍😍
https://t.co/6L9f7BeUtK",https://t.co/7xyTyzUfo7,20238,8976,2017-09-25,en-gb,und,@AlinejadMasih @john_lucckk @MarietjeSchaake @FedericaMog https://t.co/QC0WpF6S2C,2018-02-28 13:13,Twitter Web Client,947924373029171200,9.685995485779272e+17,9.687714646347325e+17,False,,,absent,absent,0.0,0.0,1.0,0.0,[],['https://twitter.com/KYOiwo2lAF0h2Sri0iOi4DLcnhyyq+hS7whrTj7bbSM=/status/968771464634732546'],"[947924373029171200, 442737538, 19541556, 460163041]",
358,AlinejadMasih,947924373029171200,111504,1046387996185047040,9awFHt+htU+xsDluiT0ZsDcXrFXfP5osvTIquKf06P8=,9awFHt+htU+xsDluiT0ZsDcXrFXfP5osvTIquKf06P8=,9awFHt+htU+xsDluiT0ZsDcXrFXfP5osvTIquKf06P8=,جمهوری اسلامی ایران,خواستند ما را دفن کنند  غافل از اینکه ما بذر بودیم 🌱,https://t.co/s7HrsRJ4lY,4796,3874,2018-01-01,en-gb,fa,"@AlinejadMasih مسیج جان تو بزرگترین خدمت رو داری به ما ایرانی ها می کنی
:))))))))))
https://t.co/XNrqzv98Yx",2018-09-30 13:15,Twitter Web Client,947924373029171200,1.0463874568562688e+18,1.0463004712232919e+18,False,,,absent,absent,0.0,4.0,7.0,2.0,[],['https://twitter.com/9awFHt+htU+xsDluiT0ZsDcXrFXfP5osvTIquKf06P8=/status/1046300471223291905'],[947924373029171200],
359,AlinejadMasih,947924373029171200,111504,1013034407144198144,912197109994201089,سارا موسوی,saramosavi8,ایران - تهران,"🇮🇷فرزند انقلاب🇮🇷 
اهل مطالعه ، مهربان وپرسپولیسی  ناراضی از وضعیت موجود در کشور عزیزم ایران، کارشناسی ارشد علوم سیاسی😍😍😍
https://t.co/6L9f7BeUtK",https://t.co/7xyTyzUfo7,20238,8976,2017-09-25,en-gb,fa,@AlinejadMasih مسیح جان باز تخیلاتت رو آوردی جلوی دوربین .,2018-06-30 12:19,Twitter Web Client,947924373029171200,1.0130327104351109e+18,,False,,,absent,absent,0.0,10.0,6.0,0.0,[],[],[947924373029171200],
360,AlinejadMasih,947924373029171200,111504,1014357760564051968,912197109994201089,سارا موسوی,saramosavi8,ایران - تهران,"🇮🇷فرزند انقلاب🇮🇷 
اهل مطالعه ، مهربان وپرسپولیسی  ناراضی از وضعیت موجود در کشور عزیزم ایران، کارشناسی ارشد علوم سیاسی😍😍😍
https://t.co/6L9f7BeUtK",https://t.co/7xyTyzUfo7,20238,8976,2017-09-25,en-gb,fa,"@AlinejadMasih @sarpoletajriish به به خانم پولی نژاد 
تو فارسی می نویسی کسی چیزی نمی فهمید . حالا برای ایرانی ها انگلیسی نوشتی نکنه لشگر فیک خارجی داری شیطون .",2018-07-04 03:58,Twitter Web Client,947924373029171200,1.0143438852026409e+18,,False,,,absent,absent,1.0,5.0,4.0,0.0,[],[],"[947924373029171200, 951185744592277504]",
361,AlinejadMasih,947924373029171200,111504,1003181603349323776,9awFHt+htU+xsDluiT0ZsDcXrFXfP5osvTIquKf06P8=,9awFHt+htU+xsDluiT0ZsDcXrFXfP5osvTIquKf06P8=,9awFHt+htU+xsDluiT0ZsDcXrFXfP5osvTIquKf06P8=,جمهوری اسلامی ایران,خواستند ما را دفن کنند  غافل از اینکه ما بذر بودیم 🌱,https://t.co/s7HrsRJ4lY,4796,3874,2018-01-01,en-gb,fa,"@AlinejadMasih بیچاره پدر و مادرت
https://t.co/gxUDmT8qrj",2018-06-03 07:48,TweetDeck,947924373029171200,1.0031813003695514e+18,1.002912499467944e+18,False,,,absent,absent,0.0,3.0,0.0,0.0,[],['https://twitter.com/9awFHt+htU+xsDluiT0ZsDcXrFXfP5osvTIquKf06P8=/status/1002912499467943936'],[947924373029171200],
362,AlinejadMasih,947924373029171200,111504,958682389772988416,912197109994201089,سارا موسوی,saramosavi8,ایران - تهران,"🇮🇷فرزند انقلاب🇮🇷 
اهل مطالعه ، مهربان وپرسپولیسی  ناراضی از وضعیت موجود در کشور عزیزم ایران، کارشناسی ارشد علوم سیاسی😍😍😍
https://t.co/6L9f7BeUtK",https://t.co/7xyTyzUfo7,20238,8976,2017-09-25,en-gb,und,@AlinejadMasih https://t.co/WbauL9nYJI,2018-01-31 12:44,Twitter Web Client,947924373029171200,9.586627831674184e+17,9.586805250482422e+17,False,,,absent,absent,0.0,0.0,0.0,0.0,[],['https://twitter.com/KYOiwo2lAF0h2Sri0iOi4DLcnhyyq+hS7whrTj7bbSM=/status/958680525048242177'],[947924373029171200],
363,AlinejadMasih,947924373029171200,111504,1044974416604655616,9awFHt+htU+xsDluiT0ZsDcXrFXfP5osvTIquKf06P8=,9awFHt+htU+xsDluiT0ZsDcXrFXfP5osvTIquKf06P8=,9awFHt+htU+xsDluiT0ZsDcXrFXfP5osvTIquKf06P8=,جمهوری اسلامی ایران,خواستند ما را دفن کنند  غافل از اینکه ما بذر بودیم 🌱,https://t.co/s7HrsRJ4lY,4796,3874,2018-01-01,en-gb,fa,"@AlinejadMasih ویدو های شما چهره واقعی چند عدد فاحشه رو به دنیا نشان داد
نه زنان ایرانی رو 
دخترانی با هویت ایرانی این ها هستند 
https://t.co/cmcTeDz1ER",2018-09-26 15:38,TweetDeck,947924373029171200,1.0449715422732493e+18,1.0442187578356326e+18,False,,,absent,absent,0.0,0.0,5.0,0.0,[],['https://twitter.com/9awFHt+htU+xsDluiT0ZsDcXrFXfP5osvTIquKf06P8=/status/1044218757835632642'],[947924373029171200],
364,AlinejadMasih,947924373029171200,111504,989147313351180288,9awFHt+htU+xsDluiT0ZsDcXrFXfP5osvTIquKf06P8=,9awFHt+htU+xsDluiT0ZsDcXrFXfP5osvTIquKf06P8=,9awFHt+htU+xsDluiT0ZsDcXrFXfP5osvTIquKf06P8=,جمهوری اسلامی ایران,خواستند ما را دفن کنند  غافل از اینکه ما بذر بودیم 🌱,https://t.co/s7HrsRJ4lY,4796,3874,2018-01-01,en-gb,fa,"@AlinejadMasih شتر در خواب بیند پنبه دانه، گهی ....
هرگز نمی تونید با امثال #دختران_خیابان_انقلاب #دختران_پنجاه_هزار_تومانی
کاری انجام بدید",2018-04-25 14:21,TweetDeck,947924373029171200,9.891470133034066e+17,,False,,,absent,absent,0.0,3.0,1.0,1.0,"['دختران_خیابان_انقلاب', 'دختران_پنجاه_هزار_تومانی']",[],[947924373029171200],
365,AlinejadMasih,947924373029171200,111504,1009310868990054400,9awFHt+htU+xsDluiT0ZsDcXrFXfP5osvTIquKf06P8=,9awFHt+htU+xsDluiT0ZsDcXrFXfP5osvTIquKf06P8=,9awFHt+htU+xsDluiT0ZsDcXrFXfP5osvTIquKf06P8=,جمهوری اسلامی ایران,خواستند ما را دفن کنند  غافل از اینکه ما بذر بودیم 🌱,https://t.co/s7HrsRJ4lY,4796,3874,2018-01-01,en-gb,fa,@AlinejadMasih الهی تو رو هم دستگیر کنن تا این قدر بی پروا آبروی زنان ایرانی رو نبری,2018-06-20 05:43,TweetDeck,947924373029171200,1.009309934612353e+18,,False,,,absent,absent,0.0,1.0,2.0,0.0,[],[],[947924373029171200],
366,AlinejadMasih,947924373029171200,111504,1018699092757794816,912197109994201089,سارا موسوی,saramosavi8,ایران - تهران,"🇮🇷فرزند انقلاب🇮🇷 
اهل مطالعه ، مهربان وپرسپولیسی  ناراضی از وضعیت موجود در کشور عزیزم ایران، کارشناسی ارشد علوم سیاسی😍😍😍
https://t.co/6L9f7BeUtK",https://t.co/7xyTyzUfo7,20238,8976,2017-09-25,en-gb,fa,@AlinejadMasih @basafaaa تو زنده ای هنوز مصی . پاشو برو قرصات رو بخور مو وزوزی من .,2018-07-16 03:29,Twitter Web Client,947924373029171200,1.0186608283111793e+18,,False,,,absent,absent,0.0,2.0,0.0,0.0,[],[],"[947924373029171200, 1441838863]",
367,AlinejadMasih,947924373029171200,111504,1009762492107710465,KDgiyI9MkYONbjzf6DkCybATv3VJurelR7919LVA8=,KDgiyI9MkYONbjzf6DkCybATv3VJurelR7919LVA8=,KDgiyI9MkYONbjzf6DkCybATv3VJurelR7919LVA8=,,منتظر بهاری که بی‌تو‌ باشد؛نیستم  https://t.co/7OyflZpg2u,,4361,1110,2017-12-06,en,fa,"@AlinejadMasih فرفری تو هم همدست ثلاث داعشی در به خون غلطیدن جوانان شهید نیروی انتظامی هستی
این مقدار پلیدی و بیشرمی از کجاست؟!",2018-06-21 11:38,Twitter for iPhone,947924373029171200,1.0089148135217439e+18,,False,,,absent,absent,0.0,0.0,8.0,3.0,[],[],[947924373029171200],
368,AlinejadMasih,947924373029171200,111504,958682532052111360,912197109994201089,سارا موسوی,saramosavi8,ایران - تهران,"🇮🇷فرزند انقلاب🇮🇷 
اهل مطالعه ، مهربان وپرسپولیسی  ناراضی از وضعیت موجود در کشور عزیزم ایران، کارشناسی ارشد علوم سیاسی😍😍😍
https://t.co/6L9f7BeUtK",https://t.co/7xyTyzUfo7,20238,8976,2017-09-25,en-gb,und,@AlinejadMasih https://t.co/WbauL9nYJI,2018-01-31 12:45,Twitter Web Client,947924373029171200,9.58636334721024e+17,9.586805250482422e+17,False,,,absent,absent,0.0,0.0,2.0,0.0,[],['https://twitter.com/KYOiwo2lAF0h2Sri0iOi4DLcnhyyq+hS7whrTj7bbSM=/status/958680525048242177'],[947924373029171200],
369,AlinejadMasih,947924373029171200,111504,1064203559691001857,9awFHt+htU+xsDluiT0ZsDcXrFXfP5osvTIquKf06P8=,9awFHt+htU+xsDluiT0ZsDcXrFXfP5osvTIquKf06P8=,9awFHt+htU+xsDluiT0ZsDcXrFXfP5osvTIquKf06P8=,جمهوری اسلامی ایران,خواستند ما را دفن کنند  غافل از اینکه ما بذر بودیم 🌱,https://t.co/s7HrsRJ4lY,4796,3874,2018-01-01,en-gb,fa,"@AlinejadMasih @john_lucckk این یه دونه نیست
من هر وقت ببینم همسایه ها پارتی گرفتن زنگ می زنم بیان جمع شون کنن",2018-11-18 17:07,Twitter Web Client,947924373029171200,1.0638725313823252e+18,,False,,,absent,absent,0.0,0.0,1.0,0.0,[],[],"[947924373029171200, 442737538]",
370,AlinejadMasih,947924373029171200,111504,1038297488829108224,9awFHt+htU+xsDluiT0ZsDcXrFXfP5osvTIquKf06P8=,9awFHt+htU+xsDluiT0ZsDcXrFXfP5osvTIquKf06P8=,9awFHt+htU+xsDluiT0ZsDcXrFXfP5osvTIquKf06P8=,جمهوری اسلامی ایران,خواستند ما را دفن کنند  غافل از اینکه ما بذر بودیم 🌱,https://t.co/s7HrsRJ4lY,4796,3874,2018-01-01,en-gb,fa,"@AlinejadMasih @farzad_az اعدام به جرم عقیده یا عملیات تروریستی ؟
چرا با دروغ کارتون رو می خواید پیش ببرید 
راسست بگید اگر حرفتون درست باشه مردم قبول می کنند",2018-09-08 05:26,Twitter Web Client,947924373029171200,1.0382678050937774e+18,,False,,,absent,absent,0.0,2.0,5.0,0.0,[],[],"[947924373029171200, 45227065]",
371,AlinejadMasih,947924373029171200,111504,1066000448610582530,912197109994201089,سارا موسوی,saramosavi8,ایران - تهران,"🇮🇷فرزند انقلاب🇮🇷 
اهل مطالعه ، مهربان وپرسپولیسی  ناراضی از وضعیت موجود در کشور عزیزم ایران، کارشناسی ارشد علوم سیاسی😍😍😍
https://t.co/6L9f7BeUtK",https://t.co/7xyTyzUfo7,20238,8976,2017-09-25,en-gb,fa,@AlinejadMasih @mehrnazfarah برده داری اینه مسیح جان https://t.co/pzhUuGAS4w,2018-11-23 16:08,Twitter Web App,947924373029171200,1.0659516337487626e+18,,False,,,absent,absent,0.0,4.0,1.0,0.0,[],[],"[947924373029171200, 2866195487]",
372,AlinejadMasih,947924373029171200,111504,1001319760141934592,ZUwR8pE9jG5a4OhTazeh2OJ6h5t2HExZs15Elktq6IA=,ZUwR8pE9jG5a4OhTazeh2OJ6h5t2HExZs15Elktq6IA=,ZUwR8pE9jG5a4OhTazeh2OJ6h5t2HExZs15Elktq6IA=,Islamic Republic of Iran,"‏‏‏‏‏‏‏‏‏‏‏‏‏صدرالمتالهین و دیگر هیچ .../
‏‏ما فرزندان ‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎#دلیلیم .../

.
به آنچه میگویم بنگر ،ننگر به اینکه که هستم .../

اکانت تلگرام
‎@Phil_mota",https://t.co/fm7707t3hW,2528,520,2017-08-02,en,fa,"@AlinejadMasih @ishishakish شما که طفدار ۲۰۳۰هستید 
مگه ۲۰۳۰غیر اینه ؟
حالا مدعی الامور والعموم شدید ؟!

#منصف_باشید
به عبارتی؛
#ادم_باشید",2018-05-29 04:30,Twitter for Android,947924373029171200,1.0011953112038482e+18,,False,,,absent,absent,0.0,1.0,1.0,0.0,"['منصف_باشید', 'ادم_باشید']",[],"[947924373029171200, 846960602341892096]",
373,AlinejadMasih,947924373029171200,111504,1009362395855192065,9awFHt+htU+xsDluiT0ZsDcXrFXfP5osvTIquKf06P8=,9awFHt+htU+xsDluiT0ZsDcXrFXfP5osvTIquKf06P8=,9awFHt+htU+xsDluiT0ZsDcXrFXfP5osvTIquKf06P8=,جمهوری اسلامی ایران,خواستند ما را دفن کنند  غافل از اینکه ما بذر بودیم 🌱,https://t.co/s7HrsRJ4lY,4796,3874,2018-01-01,en-gb,fa,"@AlinejadMasih ممنون آقای شجاعی هستم 
 
کمی جبران کردند بازی مقابل اسرائیل رو",2018-06-20 09:08,TweetDeck,947924373029171200,1.0093623026327142e+18,,False,,,absent,absent,0.0,0.0,13.0,0.0,[],[],[947924373029171200],
374,AlinejadMasih,947924373029171200,111504,1065956881859051520,912197109994201089,سارا موسوی,saramosavi8,ایران - تهران,"🇮🇷فرزند انقلاب🇮🇷 
اهل مطالعه ، مهربان وپرسپولیسی  ناراضی از وضعیت موجود در کشور عزیزم ایران، کارشناسی ارشد علوم سیاسی😍😍😍
https://t.co/6L9f7BeUtK",https://t.co/7xyTyzUfo7,20238,8976,2017-09-25,en-gb,fa,@AlinejadMasih @mehrnazfarah فراخوان هم میزنی 🤣🤣🤣,2018-11-23 13:14,Twitter Web App,947924373029171200,1.0659558130245181e+18,,False,,,absent,absent,0.0,13.0,6.0,0.0,[],[],"[947924373029171200, 2866195487]",
375,AlinejadMasih,947924373029171200,111504,1010085833116930048,912197109994201089,سارا موسوی,saramosavi8,ایران - تهران,"🇮🇷فرزند انقلاب🇮🇷 
اهل مطالعه ، مهربان وپرسپولیسی  ناراضی از وضعیت موجود در کشور عزیزم ایران، کارشناسی ارشد علوم سیاسی😍😍😍
https://t.co/6L9f7BeUtK",https://t.co/7xyTyzUfo7,20238,8976,2017-09-25,en-gb,fa,"@AlinejadMasih @Zahrazarfchi یه روزی یاد میگیری از پماد سوختگی استفاده کنی.
هرهرهر کرکرکر",2018-06-22 09:03,Twitter Web App,947924373029171200,1.0098617773272965e+18,,False,,,absent,absent,0.0,2.0,3.0,0.0,[],[],"[947924373029171200, 946971723588685826]",
376,AlinejadMasih,947924373029171200,111504,1093753905530527744,7Nvy336TqwVDRLkseZxu6V+0VvG+VP6CrcBYEzh+A3I=,7Nvy336TqwVDRLkseZxu6V+0VvG+VP6CrcBYEzh+A3I=,7Nvy336TqwVDRLkseZxu6V+0VvG+VP6CrcBYEzh+A3I=,جمهوری اسلامی ایران,,,1845,1310,2017-07-04,fa,fa,"@AlinejadMasih متاسفانه باید بگم که مادر و پسر و یارت همگی خیلی بد سلیقه هستن که انگلی مثل تو رو زیبا می بینن. 
تو یک جرثومه فساد و نفاق بیش نیستی که مکانت همانجا میان سگ های امریکاییست 
وگرنه جمهوری اسلامی جایی برای پرورش یافتن ویروسهای سرطانزایی که ابتدا برای نابودی خود می‌جنگندند، ندارد.",2019-02-08 06:10,Twitter for Android,947924373029171200,1.0932657953822147e+18,,False,,,absent,absent,0.0,0.0,2.0,0.0,[],[],[947924373029171200],
377,AlinejadMasih,947924373029171200,111504,1048089213697183744,912197109994201089,سارا موسوی,saramosavi8,ایران - تهران,"🇮🇷فرزند انقلاب🇮🇷 
اهل مطالعه ، مهربان وپرسپولیسی  ناراضی از وضعیت موجود در کشور عزیزم ایران، کارشناسی ارشد علوم سیاسی😍😍😍
https://t.co/6L9f7BeUtK",https://t.co/7xyTyzUfo7,20238,8976,2017-09-25,en-gb,fa,@AlinejadMasih خانه و خانواده ات را با اهداف پوچت نابود کردی,2018-10-05 05:55,Twitter Web App,947924373029171200,1.0480817472489267e+18,,False,,,absent,absent,0.0,2.0,13.0,0.0,[],[],[947924373029171200],
378,AlinejadMasih,947924373029171200,111504,1046402527590318080,9awFHt+htU+xsDluiT0ZsDcXrFXfP5osvTIquKf06P8=,9awFHt+htU+xsDluiT0ZsDcXrFXfP5osvTIquKf06P8=,9awFHt+htU+xsDluiT0ZsDcXrFXfP5osvTIquKf06P8=,جمهوری اسلامی ایران,خواستند ما را دفن کنند  غافل از اینکه ما بذر بودیم 🌱,https://t.co/s7HrsRJ4lY,4796,3874,2018-01-01,en-gb,fa,"@AlinejadMasih این زنانی که میگی که تابلو شد اکثرشون دنبال پناهندگی بودن 
ولی دقت کن تو فیلم هات همش این دختر ها میگن اینایی که به ما گیر میدن چرا اینقدر زیادن!
پس اکثریت با امت حزب الله است و حرکت شما حقیره و هیچ نتیجه ای جز روسیاهی براتون نداره",2018-09-30 14:12,Twitter Web Client,947924373029171200,1.046397213172265e+18,,False,,,absent,absent,0.0,2.0,2.0,0.0,[],[],[947924373029171200],
379,AlinejadMasih,947924373029171200,111504,971371883554902016,9awFHt+htU+xsDluiT0ZsDcXrFXfP5osvTIquKf06P8=,9awFHt+htU+xsDluiT0ZsDcXrFXfP5osvTIquKf06P8=,9awFHt+htU+xsDluiT0ZsDcXrFXfP5osvTIquKf06P8=,جمهوری اسلامی ایران,خواستند ما را دفن کنند  غافل از اینکه ما بذر بودیم 🌱,https://t.co/s7HrsRJ4lY,4796,3874,2018-01-01,en-gb,fa,"@AlinejadMasih @john_lucckk واقعا راضی هستی شب عیدی یه سری دختر 
دیگه رو بفرستی زندان با این کارات؟!

#دختران_خیابان_انقلاب",2018-03-07 13:07,TweetDeck,947924373029171200,9.713703246034002e+17,,False,,,absent,absent,0.0,3.0,0.0,0.0,['دختران_خیابان_انقلاب'],[],"[947924373029171200, 442737538]",
